Geneid	Eff_Size	percentage_gc_content
ENSMUSG00000004637	923226	45.83
ENSMUSG00000004642	23698	44.11
ENSMUSG00000004651	72048	34.74
ENSMUSG00000004654	13833	50.52
ENSMUSG00000004655	14750	52.91
ENSMUSG00000004661	54416	46.71
ENSMUSG00000004665	9938	53.91
ENSMUSG00000004667	6516	55.6
ENSMUSG00000004668	512054	40.03
ENSMUSG00000004677	95295	49.85
ENSMUSG00000004698	161808	38.13
ENSMUSG00000004707	22093	43.85
ENSMUSG00000004709	55429	44.26
ENSMUSG00000004730	128088	41.16
ENSMUSG00000004748	5703	52.29
ENSMUSG00000004768	30962	46
ENSMUSG00000004771	25451	39.5
ENSMUSG00000004788	9032	49.44
ENSMUSG00000004789	26025	44.62
ENSMUSG00000004791	12239	54.03
ENSMUSG00000004798	85401	39.55
ENSMUSG00000004814	4407	50.72
ENSMUSG00000004815	30168	49.32
ENSMUSG00000004821	18891	38.67
ENSMUSG00000004837	21312	52.85
ENSMUSG00000004842	18385	35.75
ENSMUSG00000004843	25402	40.06
ENSMUSG00000004846	14148	56.15
ENSMUSG00000004849	13340	51.29
ENSMUSG00000004864	10903	53.29
ENSMUSG00000004865	44520	46.47
ENSMUSG00000004872	102054	42.51
ENSMUSG00000004880	32472	45.66
ENSMUSG00000004885	6032	52.45
ENSMUSG00000004891	15789	54.7
ENSMUSG00000004892	16763	56.31
ENSMUSG00000004894	8204	53.07
ENSMUSG00000004895	28804	45.23
ENSMUSG00000004896	14458	49.59
ENSMUSG00000004897	12684	52.15
ENSMUSG00000004902	22125	48.11
ENSMUSG00000004929	17583	56.78
ENSMUSG00000004931	7180	57.2
ENSMUSG00000004933	15024	55.55
ENSMUSG00000004934	19239	56.39
ENSMUSG00000004936	71252	45.23
ENSMUSG00000004937	18072	54.48
ENSMUSG00000004939	5707	53.39
ENSMUSG00000004945	31226	45.76
ENSMUSG00000004947	45104	50.66
ENSMUSG00000004948	9848	49.3
ENSMUSG00000004951	2675	59.64
ENSMUSG00000004952	35429	52.04
ENSMUSG00000004961	9523	50.28
ENSMUSG00000004980	13048	38.3
ENSMUSG00000004988	5332	47.65
ENSMUSG00000004994	15279	51.23
ENSMUSG00000004996	10693	49.7
ENSMUSG00000005034	92188	40.73
ENSMUSG00000005043	16525	53.91
ENSMUSG00000005045	61126	55.65
ENSMUSG00000005054	2548	52.82
ENSMUSG00000005057	33815	53.12
ENSMUSG00000005069	22194	47.32
ENSMUSG00000005078	18564	44.7
ENSMUSG00000005087	97300	42.2
ENSMUSG00000005089	145258	43.96
ENSMUSG00000005102	94073	44.79
ENSMUSG00000005103	45307	49.74
ENSMUSG00000005107	158953	47.6
ENSMUSG00000005124	37399	46.87
ENSMUSG00000005125	46912	48.95
ENSMUSG00000005131	28754	42.36
ENSMUSG00000005142	19795	50.15
ENSMUSG00000005148	16435	45.37
ENSMUSG00000005150	9089	49.74
ENSMUSG00000005161	8297	48.61
ENSMUSG00000005198	31707	45.41
ENSMUSG00000005202	4607	51.26
ENSMUSG00000005204	12601	47.84
ENSMUSG00000005220	209848	41.47
ENSMUSG00000005225	57733	42.8
ENSMUSG00000005232	18742	41.62
ENSMUSG00000005233	15487	39.94
ENSMUSG00000005237	143111	48.59
ENSMUSG00000005251	25757	48.64
ENSMUSG00000005262	27818	45.1
ENSMUSG00000005267	39181	44.14
ENSMUSG00000005268	187281	40.18
ENSMUSG00000005299	52794	46.98
ENSMUSG00000005312	43183	43.1
ENSMUSG00000005320	19661	51.58
ENSMUSG00000005338	41685	45.94
ENSMUSG00000005339	6928	37.92
ENSMUSG00000005354	18167	50.39
ENSMUSG00000005355	8625	45.72
ENSMUSG00000005357	36418	43.28
ENSMUSG00000005360	85177	43.59
ENSMUSG00000005362	25055	38.95
ENSMUSG00000005364	40384	40.4
ENSMUSG00000005370	20087	45.16
ENSMUSG00000005371	78576	40.4
ENSMUSG00000005373	54030	49.94
ENSMUSG00000005374	23958	47.45
ENSMUSG00000005378	15388	50.93
ENSMUSG00000005397	80719	45.06
ENSMUSG00000005410	22333	46.54
ENSMUSG00000005413	9166	48.7
ENSMUSG00000005417	132882	46.1
ENSMUSG00000005442	36749	57.09
ENSMUSG00000005447	5044	53.2
ENSMUSG00000005465	14945	49.88
ENSMUSG00000005469	25760	50.12
ENSMUSG00000005470	17028	44.79
ENSMUSG00000005474	9151	52.59
ENSMUSG00000005481	16870	52.01
ENSMUSG00000005483	5990	53.33
ENSMUSG00000005493	55884	42.18
ENSMUSG00000005501	75303	41.52
ENSMUSG00000005503	7757	58.84
ENSMUSG00000005505	10025	45.65
ENSMUSG00000005506	87561	40.91
ENSMUSG00000005510	12371	44.59
ENSMUSG00000005514	69314	49.75
ENSMUSG00000005533	285330	46.28
ENSMUSG00000005534	167189	43.1
ENSMUSG00000005540	14679	48.1
ENSMUSG00000005547	10316	46.22
ENSMUSG00000005553	17087	52.93
ENSMUSG00000005566	10927	52.88
ENSMUSG00000005575	5442	56.24
ENSMUSG00000005580	138166	44.13
ENSMUSG00000005583	178761	37.5
ENSMUSG00000005609	33970	43.74
ENSMUSG00000005610	19810	41.36
ENSMUSG00000005611	121022	46.22
ENSMUSG00000005615	49900	43.11
ENSMUSG00000005621	58895	44.7
ENSMUSG00000005625	12728	47.14
ENSMUSG00000005628	6450	51.33
ENSMUSG00000005640	24864	52.64
ENSMUSG00000005649	13281	41.88
ENSMUSG00000005656	51282	44.51
ENSMUSG00000005667	22939	44.82
ENSMUSG00000005672	90717	46.01
ENSMUSG00000005674	11638	52.18
ENSMUSG00000005677	11145	50.51
ENSMUSG00000005681	1862	51.73
ENSMUSG00000005682	22473	47.36
ENSMUSG00000005683	27475	43.8
ENSMUSG00000005686	49804	50.18
ENSMUSG00000005687	11901	42.77
ENSMUSG00000005696	32382	37.13
ENSMUSG00000005698	51214	41.42
ENSMUSG00000005699	3769	57.05
ENSMUSG00000005705	71708	48.37
ENSMUSG00000005716	16327	52.25
ENSMUSG00000005718	17172	50.63
ENSMUSG00000005732	10614	47.42
ENSMUSG00000005763	93925	46.73
ENSMUSG00000005774	12983	50.06
ENSMUSG00000005779	4819	49.84
ENSMUSG00000005800	12510	40.99
ENSMUSG00000005802	26912	38.31
ENSMUSG00000005803	48416	42.3
ENSMUSG00000005804	14871	43.12
ENSMUSG00000005813	37559	42.78
ENSMUSG00000005823	14822	49.42
ENSMUSG00000005824	6556	50.32
ENSMUSG00000005836	36319	44.85
ENSMUSG00000005846	12619	43.76
ENSMUSG00000005864	21464	43.35
ENSMUSG00000005871	117018	41.36
ENSMUSG00000005873	31420	46.9
ENSMUSG00000005881	12355	52.34
ENSMUSG00000005882	89460	45.98
ENSMUSG00000005883	19797	46.43
ENSMUSG00000005886	250620	44.28
ENSMUSG00000005891	8201	35.11
ENSMUSG00000005892	3973	53.32
ENSMUSG00000005893	92056	41.02
ENSMUSG00000005897	53795	42.2
ENSMUSG00000005899	34400	47.8
ENSMUSG00000005907	51522	42.41
ENSMUSG00000005917	13555	56
ENSMUSG00000005936	21978	48.64
ENSMUSG00000005947	61444	48.42
ENSMUSG00000005949	18837	48.86
ENSMUSG00000005950	14659	51.22
ENSMUSG00000005951	28036	46.36
ENSMUSG00000005952	30631	48.35
ENSMUSG00000005958	24839	53.68
ENSMUSG00000005968	49232	45.45
ENSMUSG00000005973	16224	47.93
ENSMUSG00000005980	6165	51.02
ENSMUSG00000005981	40429	46.73
ENSMUSG00000005982	36220	45.19
ENSMUSG00000005983	16737	48.1
ENSMUSG00000005986	15417	49.24
ENSMUSG00000005994	20424	39.02
ENSMUSG00000006005	67593	37.73
ENSMUSG00000006007	17839	35.85
ENSMUSG00000006010	35875	38.55
ENSMUSG00000006014	21033	40.48
ENSMUSG00000006019	29486	54
ENSMUSG00000006021	10962	51.26
ENSMUSG00000006024	23303	53
ENSMUSG00000006050	17369	46.79
ENSMUSG00000006056	14259	44.45
ENSMUSG00000006057	11730	48.23
ENSMUSG00000006058	15222	45.02
ENSMUSG00000006095	9583	49.59
ENSMUSG00000006127	23611	49.04
ENSMUSG00000006134	38131	42.84
ENSMUSG00000006143	11137	50.35
ENSMUSG00000006154	24766	50.56
ENSMUSG00000006169	65520	42.84
ENSMUSG00000006179	10010	49.32
ENSMUSG00000006191	676727	41.89
ENSMUSG00000006200	3957	49.25
ENSMUSG00000006204	79689	43.7
ENSMUSG00000006205	52428	48.47
ENSMUSG00000006215	27153	53.48
ENSMUSG00000006216	14300	53.59
ENSMUSG00000006218	17388	53.3
ENSMUSG00000006219	34491	50.76
ENSMUSG00000006221	7301	57.8
ENSMUSG00000006235	6506	55.79
ENSMUSG00000006241	9946	50.11
ENSMUSG00000006262	58398	39.53
ENSMUSG00000006269	17791	52.92
ENSMUSG00000006270	4986	57.52
ENSMUSG00000006273	30370	41.53
ENSMUSG00000006276	83614	48.21
ENSMUSG00000006281	54666	46.39
ENSMUSG00000006288	21944	44.51
ENSMUSG00000006289	23348	45.04
ENSMUSG00000006299	8356	54.07
ENSMUSG00000006301	30034	51.34
ENSMUSG00000006304	34158	44.47
ENSMUSG00000006307	29464	54.6
ENSMUSG00000006310	11585	49.41
ENSMUSG00000006311	3284	56.24
ENSMUSG00000006313	11063	50.56
ENSMUSG00000006315	2707	54.35
ENSMUSG00000006333	5430	48.78
ENSMUSG00000006335	10802	48.44
ENSMUSG00000006342	10644	56.24
ENSMUSG00000006344	32596	47.45
ENSMUSG00000006345	28007	50.78
ENSMUSG00000006356	7369	58.66
ENSMUSG00000006360	9843	55
ENSMUSG00000006362	75145	53.73
ENSMUSG00000006369	84954	50.36
ENSMUSG00000006373	9730	43.54
ENSMUSG00000006378	16535	54.55
ENSMUSG00000006386	140399	41.15
ENSMUSG00000006389	18056	48.09
ENSMUSG00000006390	7586	54.21
ENSMUSG00000006392	9446	48.99
ENSMUSG00000006395	4963	56.37
ENSMUSG00000006398	6319	50.97
ENSMUSG00000006403	15026	51.97
ENSMUSG00000006411	22245	51.37
ENSMUSG00000006412	15521	44.92
ENSMUSG00000006418	26884	49.52
ENSMUSG00000006423	57798	43.04
ENSMUSG00000006435	85031	50.56
ENSMUSG00000006442	5089	58.58
ENSMUSG00000006445	32818	53.89
ENSMUSG00000006456	14975	47.28
ENSMUSG00000006457	19580	50.7
ENSMUSG00000006462	43959	52.86
ENSMUSG00000006463	9645	50.59
ENSMUSG00000006464	25310	49.07
ENSMUSG00000006469	7824	55.44
ENSMUSG00000006471	17036	52.57
ENSMUSG00000006476	13422	57.3
ENSMUSG00000006488	10018	34.7
ENSMUSG00000006490	7521	33.46
ENSMUSG00000006494	38413	43.58
ENSMUSG00000006498	15084	55.85
ENSMUSG00000006517	11587	54.19
ENSMUSG00000006519	8926	53.2
ENSMUSG00000006522	18824	49.7
ENSMUSG00000006526	55454	47.75
ENSMUSG00000006527	116493	40.39
ENSMUSG00000006529	17402	50.86
ENSMUSG00000006538	9405	59.37
ENSMUSG00000006542	13981	49.43
ENSMUSG00000006546	4402	53.21
ENSMUSG00000006567	74025	47.04
ENSMUSG00000006570	3861	42.59
ENSMUSG00000006574	22270	53.72
ENSMUSG00000006575	12093	55.73
ENSMUSG00000006576	24505	55.79
ENSMUSG00000006585	7302	55.83
ENSMUSG00000006586	158172	40.63
ENSMUSG00000006587	8075	53.75
ENSMUSG00000006589	3136	57.16
ENSMUSG00000006599	30681	40.85
ENSMUSG00000006611	12392	46.97
ENSMUSG00000006638	6783	49.56
ENSMUSG00000006641	16879	50.66
ENSMUSG00000006642	12472	50.6
ENSMUSG00000006649	34188	49.47
ENSMUSG00000006651	12944	53.61
ENSMUSG00000006673	51275	42.34
ENSMUSG00000006675	22695	50.43
ENSMUSG00000006676	18783	54.77
ENSMUSG00000006678	336201	37.61
ENSMUSG00000006699	40990	41.05
ENSMUSG00000006705	49827	48.06
ENSMUSG00000006711	61411	45.08
ENSMUSG00000006715	11543	43.17
ENSMUSG00000006717	14290	43.48
ENSMUSG00000006720	19198	41.78
ENSMUSG00000006724	7330	53.29
ENSMUSG00000006728	7635	51.65
ENSMUSG00000006731	9658	55.69
ENSMUSG00000006732	7858	52.83
ENSMUSG00000006736	4460	49.68
ENSMUSG00000006740	48567	38.71
ENSMUSG00000006763	32651	45.53
ENSMUSG00000006764	109260	43.28
ENSMUSG00000006777	16728	45.48
ENSMUSG00000006782	20464	50.49
ENSMUSG00000006784	33108	49.9
ENSMUSG00000006800	88392	52.54
ENSMUSG00000006818	14104	42.86
ENSMUSG00000006850	9140	48.7
ENSMUSG00000006906	31675	46.1
ENSMUSG00000006920	42788	45.63
ENSMUSG00000006930	12567	55.83
ENSMUSG00000006931	8558	54.87
ENSMUSG00000006932	36390	46.34
ENSMUSG00000006941	3638	53.97
ENSMUSG00000006948	5881	53.13
ENSMUSG00000006958	15095	54.16
ENSMUSG00000006998	15800	45.42
ENSMUSG00000007021	6934	53.74
ENSMUSG00000007029	20943	53.96
ENSMUSG00000007030	14475	54.65
ENSMUSG00000007033	9054	48.28
ENSMUSG00000007034	19082	50.27
ENSMUSG00000007035	23666	48.81
ENSMUSG00000007036	16944	54.87
ENSMUSG00000007038	8433	54.14
ENSMUSG00000007039	4653	57.79
ENSMUSG00000007041	10582	49.54
ENSMUSG00000007050	7181	47.84
ENSMUSG00000007080	62328	44.46
ENSMUSG00000007097	33393	49.67
ENSMUSG00000007107	38568	45.25
ENSMUSG00000007122	11925	49.55
ENSMUSG00000007207	30284	51.87
ENSMUSG00000007209	5577	51.62
ENSMUSG00000007216	25247	48.6
ENSMUSG00000007279	71156	46.18
ENSMUSG00000007338	5843	47.4
ENSMUSG00000007379	74023	43.96
ENSMUSG00000007411	85105	42.49
ENSMUSG00000007415	28421	42.71
ENSMUSG00000007440	187813	39.82
ENSMUSG00000007457	5014	37.87
ENSMUSG00000007458	13130	43.7
ENSMUSG00000007476	30383	51.64
ENSMUSG00000007480	3270	46.8
ENSMUSG00000007564	23980	44.7
ENSMUSG00000007570	16221	52.01
ENSMUSG00000007589	4470	51.04
ENSMUSG00000007591	4045	50.17
ENSMUSG00000007594	10909	54.39
ENSMUSG00000007603	7644	56.44
ENSMUSG00000007610	15464	54.18
ENSMUSG00000007613	68243	38.96
ENSMUSG00000007617	110874	37.92
ENSMUSG00000007646	32693	41.94
ENSMUSG00000007653	215631	36.99
ENSMUSG00000007655	38561	42.1
ENSMUSG00000007656	27656	39.37
ENSMUSG00000007659	55646	46.98
ENSMUSG00000007670	14439	53.62
ENSMUSG00000007682	19697	42.09
ENSMUSG00000007721	6174	55.41
ENSMUSG00000007739	17462	39.81
ENSMUSG00000007777	4486	43.02
ENSMUSG00000007783	18271	52.48
ENSMUSG00000007805	49741	49.12
ENSMUSG00000007812	21185	42.9
ENSMUSG00000007815	39299	42.4
ENSMUSG00000007817	220081	52.31
ENSMUSG00000007827	68171	40.87
ENSMUSG00000007833	18197	51.4
ENSMUSG00000007836	5355	55.38
ENSMUSG00000007837	10130	52.03
ENSMUSG00000007850	15380	39.93
ENSMUSG00000007867	80672	48.55
ENSMUSG00000007872	4049	55.51
ENSMUSG00000007877	2090	60.37
ENSMUSG00000007880	89237	46.37
ENSMUSG00000007888	12567	55.82
ENSMUSG00000007891	19409	54.73
ENSMUSG00000007892	1749	51.79
ENSMUSG00000007907	3610	37.99
ENSMUSG00000007908	126944	38.08
ENSMUSG00000007944	4345	58.71
ENSMUSG00000007946	6022	56.59
ENSMUSG00000007950	8942	54.7
ENSMUSG00000007987	10862	49.8
ENSMUSG00000007989	65664	39.61
ENSMUSG00000008028	29452	49
ENSMUSG00000008035	6805	51.6
ENSMUSG00000008036	12217	52.27
ENSMUSG00000008090	17324	55.7
ENSMUSG00000008129	26971	47.28
ENSMUSG00000008136	75807	44.75
ENSMUSG00000008140	9509	55.07
ENSMUSG00000008153	39003	49.31
ENSMUSG00000008167	10452	51.33
ENSMUSG00000008193	8918	53.87
ENSMUSG00000008200	42234	41.8
ENSMUSG00000008206	50922	45.96
ENSMUSG00000008226	30032	41
ENSMUSG00000008301	27492	44.01
ENSMUSG00000008305	92488	41.35
ENSMUSG00000008307	15852	43.13
ENSMUSG00000008318	20878	53.88
ENSMUSG00000008333	12671	40.86
ENSMUSG00000008348	7130	55.76
ENSMUSG00000008373	17940	49.22
ENSMUSG00000008384	4750	55.83
ENSMUSG00000008393	16415	53.21
ENSMUSG00000008398	68271	47.61
ENSMUSG00000008429	46395	38.5
ENSMUSG00000008435	27474	46.95
ENSMUSG00000008438	12801	41.24
ENSMUSG00000008450	21734	46.91
ENSMUSG00000008461	6033	50.75
ENSMUSG00000008475	11331	42.66
ENSMUSG00000008482	3407	51.1
ENSMUSG00000008489	158335	40.19
ENSMUSG00000008496	80809	51.92
ENSMUSG00000008540	18452	42.94
ENSMUSG00000008575	430534	41.74
ENSMUSG00000008590	32393	43.95
ENSMUSG00000008601	7944	50.49
ENSMUSG00000008604	20114	50.34
ENSMUSG00000008658	607408	41.92
ENSMUSG00000008668	6493	51.34
ENSMUSG00000008682	4376	45.87
ENSMUSG00000008683	18078	45.52
ENSMUSG00000008690	21305	49.43
ENSMUSG00000008730	62662	42.62
ENSMUSG00000008734	27689	50.8
ENSMUSG00000008763	131264	38.75
ENSMUSG00000008789	51142	39.49
ENSMUSG00000008813	3015	50.68
ENSMUSG00000008822	17420	44.95
ENSMUSG00000008843	2344	52.19
ENSMUSG00000008845	30363	41.47
ENSMUSG00000008855	44514	54.97
ENSMUSG00000008859	66348	40.9
ENSMUSG00000008874	8351	44.9
ENSMUSG00000008892	18161	40.76
ENSMUSG00000008932	48560	50.38
ENSMUSG00000008958	15668	45.83
ENSMUSG00000008976	34541	40.67
ENSMUSG00000008999	76328	52.07
ENSMUSG00000009013	7779	50.54
ENSMUSG00000009030	13009	42.24
ENSMUSG00000009035	46053	53.12
ENSMUSG00000009047	1220	58.29
ENSMUSG00000009070	78121	52.08
ENSMUSG00000009073	90516	44.73
ENSMUSG00000009075	12514	57.44
ENSMUSG00000009076	34239	49.16
ENSMUSG00000009079	35484	42.57
ENSMUSG00000009090	60924	48.12
ENSMUSG00000009092	3879	58.14
ENSMUSG00000009093	8589	46.63
ENSMUSG00000009097	7033	60.3
ENSMUSG00000009108	11638	46.74
ENSMUSG00000009112	63563	43.41
ENSMUSG00000009114	13734	49.04
ENSMUSG00000009115	9261	48.27
ENSMUSG00000009145	12623	50.64
ENSMUSG00000009185	2125	48.17
ENSMUSG00000009207	68298	35.74
ENSMUSG00000009210	13810	49.76
ENSMUSG00000009214	12054	50.68
ENSMUSG00000009216	35070	51.56
ENSMUSG00000009246	31887	52.98
ENSMUSG00000009248	4047	60.39
ENSMUSG00000009281	3801	50.55
ENSMUSG00000009291	20438	50.02
ENSMUSG00000009292	75164	49.71
ENSMUSG00000009293	26149	48.59
ENSMUSG00000009350	14256	50.93
ENSMUSG00000009356	24996	48.2
ENSMUSG00000009376	117859	41.79
ENSMUSG00000009378	82937	40.91
ENSMUSG00000009394	152750	41.82
ENSMUSG00000009406	22594	44.14
ENSMUSG00000009418	190018	48.5
ENSMUSG00000009470	95944	41.51
ENSMUSG00000009471	4472	58.27
ENSMUSG00000009487	80490	50.69
ENSMUSG00000009535	31836	41.34
ENSMUSG00000009545	324773	46.61
ENSMUSG00000009549	5056	49.69
ENSMUSG00000009551	9827	50.07
ENSMUSG00000009555	11903	53.54
ENSMUSG00000009563	8060	54.62
ENSMUSG00000009566	25338	52.05
ENSMUSG00000009569	170038	42.96
ENSMUSG00000009575	57278	41.23
ENSMUSG00000009580	10521	37.22
ENSMUSG00000009585	30330	49.51
ENSMUSG00000009588	12874	48.11
ENSMUSG00000009596	18617	40.19
ENSMUSG00000009614	65376	51.51
ENSMUSG00000009621	171844	51.41
ENSMUSG00000009628	78466	38.33
ENSMUSG00000009630	21999	44.82
ENSMUSG00000009633	1927	57.24
ENSMUSG00000009640	10228	50.88
ENSMUSG00000009646	19498	45.78
ENSMUSG00000009647	176644	43.63
ENSMUSG00000009654	21608	45.46
ENSMUSG00000009670	224643	38
ENSMUSG00000009681	130564	48.84
ENSMUSG00000009687	13944	51.78
ENSMUSG00000009731	21278	47.78
ENSMUSG00000009733	52459	45.24
ENSMUSG00000009734	267494	40.61
ENSMUSG00000009739	31653	51.02
ENSMUSG00000009741	50115	43.42
ENSMUSG00000009772	21282	50.05
ENSMUSG00000009828	74439	44.96
ENSMUSG00000009863	20229	51.24
ENSMUSG00000009876	11652	50.11
ENSMUSG00000009894	46703	47.4
ENSMUSG00000009900	45480	49.97
ENSMUSG00000009905	47415	44.87
ENSMUSG00000009907	41562	39.62
ENSMUSG00000009927	3374	46.1
ENSMUSG00000009941	22796	41.98
ENSMUSG00000009995	13603	47.46
ENSMUSG00000010021	29419	53.4
ENSMUSG00000010025	49666	46.51
ENSMUSG00000010044	6150	56.34
ENSMUSG00000010045	6922	55.06
ENSMUSG00000010047	8127	55.45
ENSMUSG00000010048	8380	55.36
ENSMUSG00000010051	8560	52.86
ENSMUSG00000010054	4642	53.36
ENSMUSG00000010057	5493	55.13
ENSMUSG00000010064	24173	53.75
ENSMUSG00000010066	137678	52.37
ENSMUSG00000010067	16557	49.97
ENSMUSG00000010080	14442	55.1
ENSMUSG00000010086	9612	56.26
ENSMUSG00000010095	19445	46.65
ENSMUSG00000010097	21382	46.39
ENSMUSG00000010110	20464	44.25
ENSMUSG00000010122	38327	46.94
ENSMUSG00000010136	18816	39.91
ENSMUSG00000010142	25453	46.34
ENSMUSG00000010154	39132	50
ENSMUSG00000010175	61069	45.14
ENSMUSG00000010205	21260	50
ENSMUSG00000010277	37669	44.67
ENSMUSG00000010290	20695	42.18
ENSMUSG00000010307	5966	56.18
ENSMUSG00000010311	13375	50.09
ENSMUSG00000010342	155772	43.43
ENSMUSG00000010358	12018	47.92
ENSMUSG00000010362	10480	48.3
ENSMUSG00000010376	10245	43.38
ENSMUSG00000010392	41266	43.54
ENSMUSG00000010406	3956	48.17
ENSMUSG00000010435	28450	46.32
ENSMUSG00000010453	40193	45.65
ENSMUSG00000010461	249919	39.17
ENSMUSG00000010476	125793	47.54
ENSMUSG00000010492	9212	52.8
ENSMUSG00000010505	71370	43.92
ENSMUSG00000010517	292465	37
ENSMUSG00000010529	2425	57.63
ENSMUSG00000010538	15354	46.49
ENSMUSG00000010554	71512	42.72
ENSMUSG00000010592	17147	34.57
ENSMUSG00000010601	13916	48.11
ENSMUSG00000010607	2289	57.37
ENSMUSG00000010608	69263	37.84
ENSMUSG00000010609	40766	50.17
ENSMUSG00000010651	11032	55.76
ENSMUSG00000010660	24620	52.78
ENSMUSG00000010663	17438	51.43
ENSMUSG00000010721	154438	40.53
ENSMUSG00000010751	19144	45.47
ENSMUSG00000010755	47499	49.82
ENSMUSG00000010760	2362	58.72
ENSMUSG00000010796	60926	37.88
ENSMUSG00000010797	43900	42.07
ENSMUSG00000010803	57151	35.78
ENSMUSG00000010825	41587	52.39
ENSMUSG00000010830	12745	49.37
ENSMUSG00000010841	8783	48.5
ENSMUSG00000010911	19969	42.42
ENSMUSG00000010914	56368	40.15
ENSMUSG00000010936	104786	49.79
ENSMUSG00000011008	48968	46.55
ENSMUSG00000011034	62755	43.64
ENSMUSG00000011052	7666	48.52
ENSMUSG00000011096	9631	57.05
ENSMUSG00000011114	11612	44.36
ENSMUSG00000011118	11979	44.46
ENSMUSG00000011148	23170	53.72
ENSMUSG00000011154	23794	42.81
ENSMUSG00000011158	43514	49.16
ENSMUSG00000011171	72998	44.18
ENSMUSG00000011179	9176	46.97
ENSMUSG00000011254	11666	44.65
ENSMUSG00000011256	98466	46.39
ENSMUSG00000011257	40601	47.46
ENSMUSG00000011263	35632	51.38
ENSMUSG00000011267	4899	55.88
ENSMUSG00000011305	8082	55.1
ENSMUSG00000011306	31427	47.02
ENSMUSG00000011349	9213	51.07
ENSMUSG00000011350	23567	46.51
ENSMUSG00000011382	18911	46.81
ENSMUSG00000011427	19416	46.65
ENSMUSG00000011463	30753	38.14
ENSMUSG00000011486	10212	49.58
ENSMUSG00000011589	12118	53.09
ENSMUSG00000011632	5215	49.85
ENSMUSG00000011658	11555	56.49
ENSMUSG00000011751	101044	49.27
ENSMUSG00000011752	8624	48.04
ENSMUSG00000011831	138372	40.12
ENSMUSG00000011832	53214	48.54
ENSMUSG00000011837	4653	55.78
ENSMUSG00000011877	19062	55.81
ENSMUSG00000011884	23348	52.92
ENSMUSG00000011958	22306	41.21
ENSMUSG00000011960	41391	42.91
ENSMUSG00000012017	14307	58.04
ENSMUSG00000012042	31840	42.58
ENSMUSG00000012076	35935	42.15
ENSMUSG00000012114	75092	45.23
ENSMUSG00000012117	35674	46.25
ENSMUSG00000012123	33534	51.26
ENSMUSG00000012126	29765	53.35
ENSMUSG00000012187	28740	45.41
ENSMUSG00000012211	15685	48.51
ENSMUSG00000012282	7706	50.38
ENSMUSG00000012296	27770	52.05
ENSMUSG00000012350	45421	44.33
ENSMUSG00000012396	9386	44.27
ENSMUSG00000012405	5965	47.69
ENSMUSG00000012422	65591	38.19
ENSMUSG00000012428	24911	40.35
ENSMUSG00000012429	6364	39.94
ENSMUSG00000012443	50275	40.53
ENSMUSG00000012483	4373	37.25
ENSMUSG00000012519	28683	44.72
ENSMUSG00000012520	8547	49.56
ENSMUSG00000012535	82160	39.9
ENSMUSG00000012609	253067	43.81
ENSMUSG00000012640	22216	41.91
ENSMUSG00000012705	5919	48.4
ENSMUSG00000012777	6982	55.11
ENSMUSG00000012819	410681	50.79
ENSMUSG00000012848	6130	47.71
ENSMUSG00000012889	10087	55.12
ENSMUSG00000013033	50436	54.88
ENSMUSG00000013076	83315	47.24
ENSMUSG00000013083	1943	50.53
ENSMUSG00000013089	62513	46.37
ENSMUSG00000013091	1990	55.8
ENSMUSG00000013150	49418	46.06
ENSMUSG00000013155	5550	52.28
ENSMUSG00000013158	3165	55.37
ENSMUSG00000013160	43375	46.34
ENSMUSG00000013236	71022	55.76
ENSMUSG00000013275	26284	51.39
ENSMUSG00000013338	40704	50.46
ENSMUSG00000013353	19529	46.98
ENSMUSG00000013367	19790	52.08
ENSMUSG00000013415	58459	48.52
ENSMUSG00000013418	50670	46.44
ENSMUSG00000013419	18062	58.06
ENSMUSG00000013465	15209	49.97
ENSMUSG00000013483	42212	50.88
ENSMUSG00000013495	24940	44.01
ENSMUSG00000013523	84629	46.19
ENSMUSG00000013539	54318	47.51
ENSMUSG00000013562	3360	51.51
ENSMUSG00000013584	82718	42.11
ENSMUSG00000013593	18848	49.3
ENSMUSG00000013611	54446	45.95
ENSMUSG00000013622	8393	44.69
ENSMUSG00000013629	31882	52.38
ENSMUSG00000013643	12969	47.01
ENSMUSG00000013646	23356	48.6
ENSMUSG00000013653	5839	46.95
ENSMUSG00000013662	42548	39.07
ENSMUSG00000013663	80170	38.11
ENSMUSG00000013668	10427	44.08
ENSMUSG00000013698	13937	51.34
ENSMUSG00000013701	23522	40.6
ENSMUSG00000013707	3961	52.71
ENSMUSG00000013736	17223	38.97
ENSMUSG00000013766	3175	54.65
ENSMUSG00000013787	21072	54.75
ENSMUSG00000013822	5251	51.66
ENSMUSG00000013833	18878	54.78
ENSMUSG00000013846	16102	50.9
ENSMUSG00000013858	14045	59.68
ENSMUSG00000013878	29535	41.08
ENSMUSG00000013921	20630	52.48
ENSMUSG00000013928	11327	49.1
ENSMUSG00000013936	14471	51.67
ENSMUSG00000013973	19047	47
ENSMUSG00000013974	4637	49.32
