#	"-B"
Geneid	Length
ENSMUSG00000046994.9	11294
ENSMUSG00000025977.13	3514
ENSMUSG00000100030.1	483
ENSMUSG00000100215.1	396
ENSMUSG00000101945.1	348
ENSMUSG00000101085.1	893
ENSMUSG00000038349.10	6687
ENSMUSG00000102145.1	5027
ENSMUSG00000100309.1	951
ENSMUSG00000102831.1	1596
ENSMUSG00000099950.1	2345
ENSMUSG00000102491.1	353
ENSMUSG00000100372.1	482
ENSMUSG00000100944.1	156
ENSMUSG00000101332.1	2053
ENSMUSG00000045336.5	1392
ENSMUSG00000038331.13	6788
ENSMUSG00000087022.4	5779
ENSMUSG00000104310.1	1838
ENSMUSG00000094128.1	121
ENSMUSG00000099945.1	2061
ENSMUSG00000101429.1	3301
ENSMUSG00000101129.1	977
ENSMUSG00000097519.2	2052
ENSMUSG00000038323.3	3235
ENSMUSG00000048495.14	2808
ENSMUSG00000025971.6	7878
ENSMUSG00000077776.1	130
ENSMUSG00000088353.1	157
ENSMUSG00000101826.1	890
ENSMUSG00000102685.1	2812
ENSMUSG00000101151.1	627
ENSMUSG00000038305.12	8041
ENSMUSG00000091283.1	392
ENSMUSG00000054770.14	12973
ENSMUSG00000026039.9	7007
ENSMUSG00000063558.4	8690
ENSMUSG00000064294.10	7033
ENSMUSG00000089275.1	108
ENSMUSG00000038242.10	8416
ENSMUSG00000089822.1	3723
ENSMUSG00000079554.2	5771
ENSMUSG00000103839.1	2623
ENSMUSG00000051223.12	4033
ENSMUSG00000026034.15	8132
ENSMUSG00000026035.13	4291
ENSMUSG00000026036.15	7763
ENSMUSG00000026037.12	3857
ENSMUSG00000094245.1	107
ENSMUSG00000085054.2	4616
ENSMUSG00000038174.12	12041
ENSMUSG00000026032.8	763
ENSMUSG00000100202.1	352
ENSMUSG00000099490.1	888
ENSMUSG00000059647.5	552
ENSMUSG00000047528.11	3396
ENSMUSG00000102059.1	936
ENSMUSG00000101046.1	764
ENSMUSG00000026031.13	12669
ENSMUSG00000100236.1	451
ENSMUSG00000026029.12	2893
ENSMUSG00000102719.1	3841
ENSMUSG00000099719.1	944
ENSMUSG00000026028.10	7088
ENSMUSG00000026027.11	7256
ENSMUSG00000047383.7	3365
ENSMUSG00000099752.1	1193
ENSMUSG00000072295.5	2204
ENSMUSG00000077616.1	131
ENSMUSG00000038079.12	2389
ENSMUSG00000097573.2	2309
ENSMUSG00000079550.7	7063
ENSMUSG00000101586.1	2092
ENSMUSG00000099563.1	1383
ENSMUSG00000026024.12	9496
ENSMUSG00000026023.14	2507
ENSMUSG00000099922.1	1013
ENSMUSG00000104502.1	1638
ENSMUSG00000041075.8	4532
ENSMUSG00000097819.1	3587
ENSMUSG00000047361.13	5346
ENSMUSG00000099811.4	694
ENSMUSG00000101409.1	421
ENSMUSG00000026021.13	2076
ENSMUSG00000089276.1	85
ENSMUSG00000103821.1	1872
ENSMUSG00000101400.1	385
ENSMUSG00000026020.7	10758
ENSMUSG00000077345.1	87
ENSMUSG00000077358.1	84
ENSMUSG00000089512.3	81
ENSMUSG00000089093.3	84
ENSMUSG00000067336.6	17983
ENSMUSG00000104052.1	3438
ENSMUSG00000103131.1	721
ENSMUSG00000041040.10	7290
ENSMUSG00000103696.1	5415
ENSMUSG00000100901.1	1622
ENSMUSG00000026018.10	5356
ENSMUSG00000026019.13	11955
ENSMUSG00000026017.11	14557
ENSMUSG00000082609.1	431
ENSMUSG00000073664.9	28441
ENSMUSG00000100516.1	227
ENSMUSG00000049439.11	2286
ENSMUSG00000103822.1	1058
ENSMUSG00000026782.13	8543
ENSMUSG00000026014.13	20498
ENSMUSG00000081562.1	228
ENSMUSG00000084400.1	417
ENSMUSG00000082160.1	459
ENSMUSG00000103215.1	1430
ENSMUSG00000088973.1	106
ENSMUSG00000084151.1	737
ENSMUSG00000101188.1	1218
ENSMUSG00000026012.2	6122
ENSMUSG00000086795.1	845
ENSMUSG00000085965.1	388
ENSMUSG00000104069.1	2110
ENSMUSG00000083118.1	793
ENSMUSG00000083355.1	763
ENSMUSG00000102549.1	1401
ENSMUSG00000026011.11	2330
ENSMUSG00000081382.1	525
ENSMUSG00000080800.1	236
ENSMUSG00000026009.12	3430
ENSMUSG00000102561.1	2485
ENSMUSG00000082804.3	552
ENSMUSG00000082661.1	1455
ENSMUSG00000080785.1	702
ENSMUSG00000100893.1	538
ENSMUSG00000085248.2	1120
ENSMUSG00000085447.1	892
ENSMUSG00000086408.1	658
ENSMUSG00000089546.1	103
ENSMUSG00000100965.1	506
ENSMUSG00000102168.1	282
ENSMUSG00000100381.1	390
ENSMUSG00000086009.1	851
ENSMUSG00000052062.12	13153
ENSMUSG00000103656.1	2736
ENSMUSG00000104402.1	3029
ENSMUSG00000104081.1	1365
ENSMUSG00000085842.5	1984
ENSMUSG00000103002.1	920
ENSMUSG00000100344.1	278
ENSMUSG00000101509.1	259
ENSMUSG00000085019.2	770
ENSMUSG00000102359.1	2518
ENSMUSG00000085400.1	862
ENSMUSG00000100750.1	1452
ENSMUSG00000081950.1	240
ENSMUSG00000084333.1	878
ENSMUSG00000025969.13	11842
ENSMUSG00000100811.1	733
ENSMUSG00000103032.1	2556
ENSMUSG00000100426.1	871
ENSMUSG00000040865.13	17713
ENSMUSG00000104991.1	105
ENSMUSG00000088953.1	114
ENSMUSG00000081617.1	368
ENSMUSG00000081429.1	246
ENSMUSG00000084799.5	2880
ENSMUSG00000101599.1	9720
ENSMUSG00000025968.14	8086
ENSMUSG00000077884.2	89
ENSMUSG00000025967.14	2532
ENSMUSG00000098850.1	176
ENSMUSG00000064612.2	78
ENSMUSG00000105060.1	35
ENSMUSG00000064602.1	132
ENSMUSG00000046856.11	2496
ENSMUSG00000094290.2	126
ENSMUSG00000086730.2	911
ENSMUSG00000102536.1	479
ENSMUSG00000087561.5	882
ENSMUSG00000092705.1	138
ENSMUSG00000027520.13	12659
ENSMUSG00000094214.1	104
ENSMUSG00000083039.1	617
ENSMUSG00000081643.1	646
ENSMUSG00000025964.13	17907
ENSMUSG00000087823.1	103
ENSMUSG00000069085.5	6143
ENSMUSG00000083066.1	504
ENSMUSG00000025963.5	1719
ENSMUSG00000025962.13	5873
ENSMUSG00000025961.1	1758
ENSMUSG00000080817.1	752
ENSMUSG00000082373.2	998
ENSMUSG00000044689.5	1432
ENSMUSG00000025959.11	8131
ENSMUSG00000097272.1	3196
ENSMUSG00000098487.1	64
ENSMUSG00000086836.1	378
ENSMUSG00000086721.2	465
ENSMUSG00000101895.1	1288
ENSMUSG00000093228.1	70
ENSMUSG00000099658.1	219
ENSMUSG00000025958.12	13742
ENSMUSG00000025956.8	3005
ENSMUSG00000101832.1	512
ENSMUSG00000100437.1	325
ENSMUSG00000087213.2	2341
ENSMUSG00000070871.8	3456
ENSMUSG00000045005.9	6915
ENSMUSG00000102140.1	4368
ENSMUSG00000051344.11	10921
ENSMUSG00000097264.1	379
ENSMUSG00000084416.3	654
ENSMUSG00000077471.1	156
ENSMUSG00000025955.11	4209
ENSMUSG00000090042.1	653
ENSMUSG00000070870.6	723
ENSMUSG00000067299.9	1028
ENSMUSG00000025952.13	786
ENSMUSG00000073658.4	634
ENSMUSG00000100774.1	210
ENSMUSG00000044429.8	730
ENSMUSG00000100846.1	733
ENSMUSG00000044816.8	2667
ENSMUSG00000025950.14	2771
ENSMUSG00000025949.13	18504
ENSMUSG00000025946.11	2582
ENSMUSG00000100503.1	272
ENSMUSG00000100504.1	680
ENSMUSG00000099383.1	168
ENSMUSG00000100340.1	322
ENSMUSG00000100439.1	308
ENSMUSG00000099819.1	405
ENSMUSG00000082565.1	642
ENSMUSG00000082774.1	313
ENSMUSG00000025945.9	627
ENSMUSG00000081623.1	743
ENSMUSG00000083242.1	341
ENSMUSG00000083289.1	412
ENSMUSG00000015222.15	16449
ENSMUSG00000088850.1	137
ENSMUSG00000073656.4	1661
ENSMUSG00000065694.1	151
ENSMUSG00000055567.14	15143
ENSMUSG00000103375.1	1727
ENSMUSG00000026005.13	3113
ENSMUSG00000026004.13	6664
ENSMUSG00000102559.1	3106
ENSMUSG00000102374.1	2577
ENSMUSG00000102776.1	4597
ENSMUSG00000082057.1	1359
ENSMUSG00000103706.1	2654
ENSMUSG00000103756.1	1139
ENSMUSG00000103382.1	2179
ENSMUSG00000103553.1	4689
ENSMUSG00000026003.5	2005
ENSMUSG00000082769.3	495
ENSMUSG00000089420.2	63
ENSMUSG00000077328.1	130
ENSMUSG00000061816.13	2074
ENSMUSG00000094191.1	378
ENSMUSG00000082212.1	1384
ENSMUSG00000026000.14	6863
ENSMUSG00000025991.8	5555
ENSMUSG00000086204.1	678
ENSMUSG00000077745.1	129
ENSMUSG00000082473.1	1984
ENSMUSG00000095282.1	78
ENSMUSG00000085075.1	526
ENSMUSG00000104395.1	2303
ENSMUSG00000096031.1	102
ENSMUSG00000087329.3	576
ENSMUSG00000062209.13	12355
ENSMUSG00000102449.1	1353
ENSMUSG00000083795.1	447
ENSMUSG00000080539.1	94
ENSMUSG00000103307.1	2069
ENSMUSG00000104508.1	1406
ENSMUSG00000103642.1	2369
ENSMUSG00000103809.1	3243
ENSMUSG00000087514.1	480
ENSMUSG00000084332.1	386
ENSMUSG00000101387.1	751
ENSMUSG00000099804.1	3029
ENSMUSG00000100354.1	3432
ENSMUSG00000101156.1	2508
ENSMUSG00000025997.11	11613
ENSMUSG00000100815.1	3487
ENSMUSG00000099954.1	1875
ENSMUSG00000103402.1	1886
ENSMUSG00000053153.12	6764
ENSMUSG00000089345.1	275
ENSMUSG00000080524.1	126
ENSMUSG00000101730.1	88
ENSMUSG00000103052.1	2400
ENSMUSG00000104287.1	5837
ENSMUSG00000075952.1	107
ENSMUSG00000045648.13	7689
ENSMUSG00000026196.7	5659
ENSMUSG00000089965.1	379
ENSMUSG00000101551.1	775
ENSMUSG00000050296.12	14808
ENSMUSG00000101617.1	78
ENSMUSG00000026192.11	7985
ENSMUSG00000026193.13	11685
ENSMUSG00000073652.8	2091
ENSMUSG00000101834.1	351
ENSMUSG00000100319.1	877
ENSMUSG00000102689.1	3521
ENSMUSG00000099707.4	1541
ENSMUSG00000101211.1	3067
ENSMUSG00000101848.1	1093
ENSMUSG00000101764.1	741
ENSMUSG00000059483.5	480
ENSMUSG00000101496.1	598
ENSMUSG00000102123.1	2048
ENSMUSG00000039395.8	2284
ENSMUSG00000094655.1	191
ENSMUSG00000097131.1	5335
ENSMUSG00000094050.1	191
ENSMUSG00000093956.1	191
ENSMUSG00000093843.1	191
ENSMUSG00000026189.11	1516
ENSMUSG00000026188.9	3054
ENSMUSG00000026187.8	2555
ENSMUSG00000039372.5	4553
ENSMUSG00000085812.1	529
ENSMUSG00000039354.14	5728
ENSMUSG00000039342.4	4573
ENSMUSG00000046330.9	584
ENSMUSG00000039323.16	1847
ENSMUSG00000026185.8	6006
ENSMUSG00000101968.4	1396
ENSMUSG00000026182.6	437
ENSMUSG00000102266.1	2534
ENSMUSG00000101112.1	516
ENSMUSG00000100697.1	334
ENSMUSG00000099877.4	2587
ENSMUSG00000098697.1	154
ENSMUSG00000101812.1	562
ENSMUSG00000100044.1	996
ENSMUSG00000100444.1	3970
ENSMUSG00000100429.1	660
ENSMUSG00000100301.4	2442
ENSMUSG00000101344.1	790
ENSMUSG00000088666.1	126
ENSMUSG00000098504.1	99
ENSMUSG00000055322.12	16010
ENSMUSG00000061815.9	2329
ENSMUSG00000026180.8	3048
ENSMUSG00000048480.5	1491
ENSMUSG00000087820.1	67
ENSMUSG00000094768.1	107
ENSMUSG00000006304.12	2033
ENSMUSG00000064272.3	1075
ENSMUSG00000006299.11	3458
ENSMUSG00000101503.1	334
ENSMUSG00000026179.12	7832
ENSMUSG00000103013.1	319
ENSMUSG00000006301.15	12659
ENSMUSG00000099931.1	3265
ENSMUSG00000103403.1	2866
ENSMUSG00000073650.6	2211
ENSMUSG00000026177.9	3705
ENSMUSG00000026176.11	3334
ENSMUSG00000065468.1	85
ENSMUSG00000026175.10	3551
ENSMUSG00000033364.11	11081
ENSMUSG00000103227.1	2962
ENSMUSG00000026174.9	3826
ENSMUSG00000026173.13	7045
ENSMUSG00000026135.15	11355
ENSMUSG00000093155.1	77
ENSMUSG00000026172.10	2192
ENSMUSG00000026171.10	2181
ENSMUSG00000033276.16	6437
ENSMUSG00000033257.12	11527
ENSMUSG00000026170.6	2173
ENSMUSG00000006542.11	3682
ENSMUSG00000098351.1	93
ENSMUSG00000033227.7	2192
ENSMUSG00000099472.1	758
ENSMUSG00000026167.12	2468
ENSMUSG00000089964.1	1930
ENSMUSG00000090071.4	2799
ENSMUSG00000055197.4	1617
ENSMUSG00000006546.3	1193
ENSMUSG00000065616.3	64
ENSMUSG00000047021.12	7817
ENSMUSG00000089653.1	517
ENSMUSG00000006538.10	3048
ENSMUSG00000103145.1	1590
ENSMUSG00000026162.7	1118
ENSMUSG00000026205.8	2167
ENSMUSG00000033159.12	5635
ENSMUSG00000049339.14	2999
ENSMUSG00000026197.10	1772
ENSMUSG00000026198.13	5315
ENSMUSG00000099519.1	5231
ENSMUSG00000033124.13	5762
ENSMUSG00000026199.15	5142
ENSMUSG00000026200.11	5905
ENSMUSG00000099204.2	116
ENSMUSG00000026201.10	4518
ENSMUSG00000026202.11	3701
ENSMUSG00000096094.2	1123
ENSMUSG00000026203.14	4249
ENSMUSG00000026204.13	4249
ENSMUSG00000101840.1	386
ENSMUSG00000033061.13	1032
ENSMUSG00000100556.1	215
ENSMUSG00000026209.13	4289
ENSMUSG00000026208.9	3754
ENSMUSG00000085653.5	867
ENSMUSG00000026207.14	12741
ENSMUSG00000086053.1	472
ENSMUSG00000033021.14	2395
ENSMUSG00000033007.13	2727
ENSMUSG00000102605.1	2192
ENSMUSG00000032997.14	3856
ENSMUSG00000026211.15	8467
ENSMUSG00000051703.12	2504
ENSMUSG00000032968.4	1475
ENSMUSG00000082745.1	177
ENSMUSG00000026213.13	5743
ENSMUSG00000082059.1	348
ENSMUSG00000006576.14	8599
ENSMUSG00000083244.1	492
ENSMUSG00000082528.1	1676
ENSMUSG00000082012.1	790
ENSMUSG00000099996.1	487
ENSMUSG00000101763.1	400
ENSMUSG00000100827.1	675
ENSMUSG00000100553.4	2188
ENSMUSG00000098611.1	84
ENSMUSG00000100534.1	2456
ENSMUSG00000102904.1	3766
ENSMUSG00000089326.1	94
ENSMUSG00000026235.12	8054
ENSMUSG00000099141.1	116
ENSMUSG00000101849.1	1849
ENSMUSG00000101506.1	292
ENSMUSG00000065215.1	164
ENSMUSG00000102052.1	854
ENSMUSG00000004872.13	6187
ENSMUSG00000032908.9	4002
ENSMUSG00000099561.1	1450
ENSMUSG00000102945.1	818
ENSMUSG00000026245.14	2620
ENSMUSG00000101798.1	261
ENSMUSG00000104018.1	1479
ENSMUSG00000090486.2	3310
ENSMUSG00000012187.11	1558
ENSMUSG00000099364.1	2092
ENSMUSG00000100562.1	1011
ENSMUSG00000032883.13	4357
ENSMUSG00000079470.6	7679
ENSMUSG00000099377.1	1724
ENSMUSG00000099706.1	3283
ENSMUSG00000047330.8	2657
ENSMUSG00000101324.1	689
ENSMUSG00000072978.3	443
ENSMUSG00000050711.7	2515
ENSMUSG00000099562.1	1355
ENSMUSG00000077782.1	126
ENSMUSG00000054702.12	2878
ENSMUSG00000102235.1	1513
ENSMUSG00000073643.9	6488
ENSMUSG00000104497.1	1791
ENSMUSG00000026248.9	1644
ENSMUSG00000026249.8	8287
ENSMUSG00000067106.6	891
ENSMUSG00000100397.1	478
ENSMUSG00000099753.1	264
ENSMUSG00000096297.1	107
ENSMUSG00000102518.1	1829
ENSMUSG00000099552.1	2333
ENSMUSG00000043230.2	3357
ENSMUSG00000101257.1	1461
ENSMUSG00000103404.1	1167
ENSMUSG00000004364.12	4873
ENSMUSG00000103076.1	1683
ENSMUSG00000103525.1	1818
ENSMUSG00000101722.1	3220
ENSMUSG00000090637.2	2082
ENSMUSG00000101483.1	968
ENSMUSG00000038608.13	18267
ENSMUSG00000103192.1	3556
ENSMUSG00000104488.1	1856
ENSMUSG00000102721.1	1833
ENSMUSG00000099949.1	452
ENSMUSG00000099918.1	472
ENSMUSG00000054976.12	12508
ENSMUSG00000104029.1	2004
ENSMUSG00000101986.1	2929
ENSMUSG00000087008.4	985
ENSMUSG00000100561.1	706
ENSMUSG00000103571.1	1804
ENSMUSG00000098797.1	104
ENSMUSG00000055980.2	9144
ENSMUSG00000022591.5	2822
ENSMUSG00000026142.13	6966
ENSMUSG00000104493.1	2833
ENSMUSG00000100786.1	1682
ENSMUSG00000096779.1	121
ENSMUSG00000067158.9	10612
ENSMUSG00000079465.6	9967
ENSMUSG00000065055.1	98
ENSMUSG00000097564.2	4343
ENSMUSG00000026150.12	9757
ENSMUSG00000101450.1	1017
ENSMUSG00000026149.2	1508
ENSMUSG00000099771.1	183
ENSMUSG00000102280.1	1046
ENSMUSG00000100170.1	365
ENSMUSG00000100744.1	391
ENSMUSG00000093782.1	53
ENSMUSG00000026159.11	8384
ENSMUSG00000101784.1	1426
ENSMUSG00000038496.14	3065
ENSMUSG00000100432.1	630
ENSMUSG00000100190.1	957
ENSMUSG00000104423.1	1093
ENSMUSG00000101315.1	992
ENSMUSG00000099691.1	372
ENSMUSG00000026166.12	1421
ENSMUSG00000101173.1	398
ENSMUSG00000053161.14	2140
ENSMUSG00000101896.1	841
ENSMUSG00000084443.1	121
ENSMUSG00000026163.15	9602
ENSMUSG00000079140.3	788
ENSMUSG00000104374.1	1289
ENSMUSG00000104219.1	803
ENSMUSG00000100580.4	2146
ENSMUSG00000094946.1	121
ENSMUSG00000077736.1	124
ENSMUSG00000045658.14	8172
ENSMUSG00000102750.1	1644
ENSMUSG00000101934.1	546
ENSMUSG00000098851.1	113
ENSMUSG00000036766.10	4784
ENSMUSG00000104396.1	2897
ENSMUSG00000102481.1	4255
ENSMUSG00000093254.1	77
ENSMUSG00000026219.12	16601
ENSMUSG00000103505.1	2033
ENSMUSG00000104503.1	4716
ENSMUSG00000073633.7	2148
ENSMUSG00000026220.6	3352
ENSMUSG00000096802.1	891
ENSMUSG00000099693.1	255
ENSMUSG00000052477.13	3827
ENSMUSG00000064281.7	591
ENSMUSG00000098842.1	80
ENSMUSG00000061852.8	603
ENSMUSG00000089976.1	189
ENSMUSG00000101279.1	694
ENSMUSG00000089844.5	1603
ENSMUSG00000073631.1	372
ENSMUSG00000072109.9	2323
ENSMUSG00000090128.1	193
ENSMUSG00000089763.1	914
ENSMUSG00000089716.5	1474
ENSMUSG00000079457.7	2496
ENSMUSG00000090252.1	890
ENSMUSG00000079455.7	4005
ENSMUSG00000091199.6	494
ENSMUSG00000089652.1	2425
ENSMUSG00000089937.1	543
ENSMUSG00000096292.1	891
ENSMUSG00000101751.1	881
ENSMUSG00000089714.1	2405
ENSMUSG00000090186.5	627
ENSMUSG00000094127.1	420
ENSMUSG00000070034.11	6781
ENSMUSG00000090103.1	427
ENSMUSG00000070031.9	3328
ENSMUSG00000073628.5	1056
ENSMUSG00000090246.1	2405
ENSMUSG00000026222.14	7556
ENSMUSG00000064414.1	104
ENSMUSG00000052760.13	2709
ENSMUSG00000098634.1	127
ENSMUSG00000094834.1	78
ENSMUSG00000100217.1	821
ENSMUSG00000092932.2	250
ENSMUSG00000036707.14	7077
ENSMUSG00000026223.13	2491
ENSMUSG00000026224.9	3343
ENSMUSG00000099767.1	3994
ENSMUSG00000049608.8	3721
ENSMUSG00000100108.1	582
ENSMUSG00000099342.1	1484
ENSMUSG00000026226.13	2041
ENSMUSG00000026227.9	3331
ENSMUSG00000026229.15	7265
ENSMUSG00000077274.1	122
ENSMUSG00000026228.6	2131
ENSMUSG00000103272.1	2679
ENSMUSG00000094638.1	776
ENSMUSG00000062590.11	13006
ENSMUSG00000087538.1	377
ENSMUSG00000079445.3	4137
ENSMUSG00000099644.1	520
ENSMUSG00000091806.1	327
ENSMUSG00000101853.1	453
ENSMUSG00000026234.10	10188
ENSMUSG00000064837.1	133
ENSMUSG00000104627.1	147
ENSMUSG00000064696.1	80
ENSMUSG00000064823.1	70
ENSMUSG00000073627.7	6437
ENSMUSG00000026237.3	1322
ENSMUSG00000036574.5	1724
ENSMUSG00000101328.1	348
ENSMUSG00000026238.12	1462
ENSMUSG00000026239.12	2178
ENSMUSG00000102927.1	1175
ENSMUSG00000026240.10	5515
ENSMUSG00000084468.1	57
ENSMUSG00000103609.1	2254
ENSMUSG00000026241.5	1042
ENSMUSG00000053333.13	8901
ENSMUSG00000100225.1	422
ENSMUSG00000100768.1	1710
ENSMUSG00000104121.1	2953
ENSMUSG00000102383.1	3555
ENSMUSG00000104400.1	2784
ENSMUSG00000102293.1	2315
ENSMUSG00000102649.1	1560
ENSMUSG00000084106.4	891
ENSMUSG00000102571.1	2665
ENSMUSG00000099401.1	430
ENSMUSG00000102956.1	747
ENSMUSG00000103984.1	2928
ENSMUSG00000101940.1	1600
ENSMUSG00000101625.1	885
ENSMUSG00000026246.10	2256
ENSMUSG00000079440.2	2337
ENSMUSG00000100940.1	364
ENSMUSG00000036500.4	2099
ENSMUSG00000099839.1	1340
ENSMUSG00000026247.11	3500
ENSMUSG00000036480.9	2180
ENSMUSG00000026251.11	3288
ENSMUSG00000026253.12	4163
ENSMUSG00000026254.15	7497
ENSMUSG00000088318.1	101
ENSMUSG00000026255.13	2125
ENSMUSG00000089821.1	332
ENSMUSG00000048000.13	14216
ENSMUSG00000095281.1	107
ENSMUSG00000079436.3	1270
ENSMUSG00000089613.1	95
ENSMUSG00000026258.5	722
ENSMUSG00000026259.12	3905
ENSMUSG00000079434.6	2590
ENSMUSG00000091123.1	123
ENSMUSG00000090994.1	1058
ENSMUSG00000026288.12	7602
ENSMUSG00000026289.13	9628
ENSMUSG00000087968.1	272
ENSMUSG00000089281.1	265
ENSMUSG00000056055.11	8904
ENSMUSG00000070738.8	6850
ENSMUSG00000101942.1	841
ENSMUSG00000103996.1	844
ENSMUSG00000103591.1	2993
ENSMUSG00000005501.12	11871
ENSMUSG00000095942.1	110
ENSMUSG00000084021.1	1582
ENSMUSG00000083478.1	849
ENSMUSG00000090165.6	2267
ENSMUSG00000092220.1	1062
ENSMUSG00000090175.1	2190
ENSMUSG00000089675.1	2227
ENSMUSG00000090124.5	4219
ENSMUSG00000082837.1	214
ENSMUSG00000090145.5	2382
ENSMUSG00000084195.1	834
ENSMUSG00000081261.1	253
ENSMUSG00000054545.15	4312
ENSMUSG00000081602.1	394
ENSMUSG00000082513.1	844
ENSMUSG00000082677.1	784
ENSMUSG00000089943.1	2203
ENSMUSG00000081488.1	858
ENSMUSG00000083277.1	783
ENSMUSG00000090171.1	2211
ENSMUSG00000081984.3	1051
ENSMUSG00000089960.1	2224
ENSMUSG00000079429.7	8492
ENSMUSG00000044783.14	8331
ENSMUSG00000036251.14	4732
ENSMUSG00000085420.1	1236
ENSMUSG00000026295.10	992
ENSMUSG00000099553.1	471
ENSMUSG00000100908.1	316
ENSMUSG00000062310.7	1957
ENSMUSG00000100798.1	2623
ENSMUSG00000104057.1	1761
ENSMUSG00000100367.1	573
ENSMUSG00000049866.10	5492
ENSMUSG00000101736.1	459
ENSMUSG00000097398.2	572
ENSMUSG00000099848.1	284
ENSMUSG00000101333.1	1255
ENSMUSG00000099378.1	603
ENSMUSG00000099544.1	243
ENSMUSG00000036206.10	5112
ENSMUSG00000102700.1	1746
ENSMUSG00000102083.1	800
ENSMUSG00000101288.1	589
ENSMUSG00000099938.1	591
ENSMUSG00000055013.12	17469
ENSMUSG00000104114.1	2384
ENSMUSG00000088371.1	115
ENSMUSG00000101662.1	666
ENSMUSG00000102009.4	3393
ENSMUSG00000088775.1	311
ENSMUSG00000103252.1	2045
ENSMUSG00000034486.8	2177
ENSMUSG00000092627.2	3057
ENSMUSG00000067081.10	3952
ENSMUSG00000026301.13	4027
ENSMUSG00000100850.1	1020
ENSMUSG00000044337.5	3348
ENSMUSG00000104087.1	1367
ENSMUSG00000101951.1	918
ENSMUSG00000101028.1	1001
ENSMUSG00000098368.1	107
ENSMUSG00000101997.1	1036
ENSMUSG00000103292.1	2802
ENSMUSG00000034432.9	4448
ENSMUSG00000056128.3	1207
ENSMUSG00000048126.14	11963
ENSMUSG00000103061.1	1859
ENSMUSG00000103978.1	837
ENSMUSG00000026303.6	5357
ENSMUSG00000090550.2	276
ENSMUSG00000026304.11	1992
ENSMUSG00000100791.1	619
ENSMUSG00000026305.13	6469
ENSMUSG00000070732.2	6518
ENSMUSG00000100018.1	720
ENSMUSG00000034353.12	3022
ENSMUSG00000034343.12	8842
ENSMUSG00000083064.1	892
ENSMUSG00000097285.1	470
ENSMUSG00000026307.10	4549
ENSMUSG00000090322.1	490
ENSMUSG00000049515.10	5445
ENSMUSG00000026308.8	3089
ENSMUSG00000047443.12	2815
ENSMUSG00000026309.12	5556
ENSMUSG00000100253.1	547
ENSMUSG00000067071.6	1808
ENSMUSG00000055866.9	5856
ENSMUSG00000101911.1	193
ENSMUSG00000100151.1	1669
ENSMUSG00000101958.1	2162
ENSMUSG00000034292.11	3712
ENSMUSG00000026311.14	6432
ENSMUSG00000101705.1	385
ENSMUSG00000100980.1	4410
ENSMUSG00000007805.4	3174
ENSMUSG00000101414.1	1471
ENSMUSG00000102745.1	3292
ENSMUSG00000026313.13	15375
ENSMUSG00000103101.1	5578
ENSMUSG00000096941.1	3538
ENSMUSG00000102565.1	2506
ENSMUSG00000101265.1	760
ENSMUSG00000101522.1	412
ENSMUSG00000026260.10	3331
ENSMUSG00000098288.1	60
ENSMUSG00000067064.1	939
ENSMUSG00000057464.2	936
ENSMUSG00000042849.8	1255
ENSMUSG00000097001.1	376
ENSMUSG00000058904.2	1082
ENSMUSG00000099363.1	183
ENSMUSG00000100793.1	326
ENSMUSG00000046300.3	1091
ENSMUSG00000062497.2	998
ENSMUSG00000063583.5	977
ENSMUSG00000061616.4	1056
ENSMUSG00000073616.8	1499
ENSMUSG00000044055.5	3082
ENSMUSG00000100546.1	1078
ENSMUSG00000099665.1	230
ENSMUSG00000100781.1	1049
ENSMUSG00000034220.7	5159
ENSMUSG00000101995.1	1655
ENSMUSG00000065470.1	66
ENSMUSG00000034212.11	3246
ENSMUSG00000047067.7	1314
ENSMUSG00000097251.2	1787
ENSMUSG00000026269.12	9467
ENSMUSG00000100632.1	1689
ENSMUSG00000026270.9	4346
ENSMUSG00000026271.13	4839
ENSMUSG00000100021.1	2126
ENSMUSG00000045091.4	1088
ENSMUSG00000014602.13	9330
ENSMUSG00000101378.1	317
ENSMUSG00000026272.6	1697
ENSMUSG00000034159.10	2368
ENSMUSG00000084989.3	7132
ENSMUSG00000047793.11	9491
ENSMUSG00000098997.1	62
ENSMUSG00000026273.11	5271
ENSMUSG00000101172.1	885
ENSMUSG00000100351.1	546
ENSMUSG00000026274.9	9060
ENSMUSG00000026275.11	10495
ENSMUSG00000106302.1	64
ENSMUSG00000098689.1	128
ENSMUSG00000064389.1	103
ENSMUSG00000034107.8	3984
ENSMUSG00000034088.13	11320
ENSMUSG00000090489.3	789
ENSMUSG00000026276.15	7979
ENSMUSG00000034066.11	5235
ENSMUSG00000103854.1	2388
ENSMUSG00000026277.11	5812
ENSMUSG00000100927.1	1317
ENSMUSG00000026278.12	1840
ENSMUSG00000026279.12	6519
ENSMUSG00000101952.1	982
ENSMUSG00000026280.15	8278
ENSMUSG00000026281.13	2631
ENSMUSG00000026283.11	4729
ENSMUSG00000088961.1	102
ENSMUSG00000073609.7	4281
ENSMUSG00000094651.2	3063
ENSMUSG00000101660.1	958
ENSMUSG00000093805.5	2748
ENSMUSG00000099624.1	958
ENSMUSG00000073608.4	9667
ENSMUSG00000034000.13	4637
ENSMUSG00000026285.7	1930
ENSMUSG00000100990.1	843
ENSMUSG00000100347.1	1173
